"COVID-19_Season","Week_ID","Current_Season_Week_Ending_Label","MMWR_Week_Order","MMWR_Year","MMWR_Week","MMWR_Day","Setting","Doses","Cumulative_Doses","Location_and_Flu_Season_Order","Current_Through","Age_Group"
"2023-2024","2024 Feb 03 12:00:00 AM","2025 Feb 01 12:00:00 AM","24","2,024","5","7","Physician Medical Office","17,309","858,437","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Feb 03 12:00:00 AM","2025 Feb 01 12:00:00 AM","24","2,024","5","7","Physician Medical Office","8,015","418,605","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","7","Physician Medical Office","49,587","2,209,528","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","7","Physician Medical Office","20,246","717,885","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","7","Physician Medical Office","33,613","1,335,113","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","7","Physician Medical Office","13,368","617,228","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","7","Physician Medical Office","14,516","710,172","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","7","Physician Medical Office","15,974","874,411","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","7","Physician Medical Office","6,983","425,588","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Feb 17 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,024","7","7","Physician Medical Office","38,409","2,247,937","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Feb 17 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,024","7","7","Physician Medical Office","15,621","733,506","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Feb 17 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,024","7","7","Physician Medical Office","26,249","1,361,362","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Feb 17 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,024","7","7","Physician Medical Office","10,628","627,856","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Feb 17 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,024","7","7","Physician Medical Office","10,927","721,099","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Feb 17 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,024","7","7","Physician Medical Office","12,160","886,571","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Feb 17 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,024","7","7","Physician Medical Office","5,464","431,052","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","7","Physician Medical Office","22,927","2,270,864","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","7","Physician Medical Office","8,851","742,357","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","7","Physician Medical Office","15,228","1,376,590","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","7","Physician Medical Office","6,377","634,233","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","7","Physician Medical Office","6,634","727,733","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","7","Physician Medical Office","7,700","894,271","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","7","Physician Medical Office","3,652","434,704","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","7","Physician Medical Office","24,180","2,295,044","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","7","Physician Medical Office","9,697","752,054","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","7","Physician Medical Office","16,057","1,392,647","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","7","Physician Medical Office","6,360","640,593","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","7","Physician Medical Office","6,908","734,641","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","7","Physician Medical Office","8,122","902,393","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","7","Physician Medical Office","3,630","438,334","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","7","Physician Medical Office","31,187","2,326,231","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","7","Physician Medical Office","12,050","764,104","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","7","Physician Medical Office","19,274","1,411,921","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","7","Physician Medical Office","7,224","647,817","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","7","Physician Medical Office","9,317","743,958","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","7","Physician Medical Office","11,913","914,306","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","7","Physician Medical Office","5,576","443,910","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Mar 16 12:00:00 AM","2025 Mar 15 12:00:00 AM","30","2,024","11","7","Physician Medical Office","29,945","2,356,176","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Mar 16 12:00:00 AM","2025 Mar 15 12:00:00 AM","30","2,024","11","7","Physician Medical Office","10,834","774,938","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Mar 16 12:00:00 AM","2025 Mar 15 12:00:00 AM","30","2,024","11","7","Physician Medical Office","17,378","1,429,299","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Mar 16 12:00:00 AM","2025 Mar 15 12:00:00 AM","30","2,024","11","7","Physician Medical Office","6,544","654,361","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Mar 16 12:00:00 AM","2025 Mar 15 12:00:00 AM","30","2,024","11","7","Physician Medical Office","9,210","753,168","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 16 12:00:00 AM","2025 Mar 15 12:00:00 AM","30","2,024","11","7","Physician Medical Office","12,567","926,873","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Mar 16 12:00:00 AM","2025 Mar 15 12:00:00 AM","30","2,024","11","7","Physician Medical Office","5,865","449,775","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","7","Physician Medical Office","29,618","2,385,794","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","7","Physician Medical Office","9,965","784,903","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","7","Physician Medical Office","16,357","1,445,656","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","7","Physician Medical Office","6,392","660,753","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","7","Physician Medical Office","9,433","762,601","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","7","Physician Medical Office","13,261","940,134","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","7","Physician Medical Office","6,308","456,083","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","7","Physician Medical Office","27,728","2,413,522","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","7","Physician Medical Office","9,731","794,634","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","7","Physician Medical Office","15,455","1,461,111","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","7","Physician Medical Office","5,724","666,477","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","7","Physician Medical Office","8,837","771,438","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","7","Physician Medical Office","12,273","952,407","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","7","Physician Medical Office","5,650","461,733","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","7","Physician Medical Office","29,083","2,442,605","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","7","Physician Medical Office","9,027","803,661","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","7","Physician Medical Office","14,946","1,476,057","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","7","Physician Medical Office","5,919","672,396","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","7","Physician Medical Office","9,566","781,004","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","7","Physician Medical Office","14,138","966,545","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","7","Physician Medical Office","7,149","468,882","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","7","Physician Medical Office","28,947","2,471,552","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","7","Physician Medical Office","8,704","812,365","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","7","Physician Medical Office","14,109","1,490,166","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","7","Physician Medical Office","5,404","677,800","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","7","Physician Medical Office","8,919","789,923","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","7","Physician Medical Office","14,838","981,383","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","7","Physician Medical Office","8,066","476,948","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","7","Physician Medical Office","42,708","2,514,260","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","7","Physician Medical Office","8,425","820,790","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","7","Physician Medical Office","13,730","1,503,896","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","7","Physician Medical Office","5,305","683,105","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","7","Physician Medical Office","9,091","799,014","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","7","Physician Medical Office","28,978","1,010,361","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","7","Physician Medical Office","21,921","498,869","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","7","Physician Medical Office","56,468","2,570,728","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","7","Physician Medical Office","7,760","828,550","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","7","Physician Medical Office","12,393","1,516,289","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","7","Physician Medical Office","4,634","687,739","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","7","Physician Medical Office","10,000","809,014","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","7","Physician Medical Office","44,074","1,054,435","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","7","Physician Medical Office","36,029","534,898","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","7","Physician Medical Office","25,933","2,596,661","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","7","Physician Medical Office","5,935","834,485","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","7","Physician Medical Office","9,600","1,525,889","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","7","Physician Medical Office","3,665","691,404","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","7","Physician Medical Office","7,506","816,520","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","7","Physician Medical Office","16,333","1,070,768","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","7","Physician Medical Office","10,385","545,283","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","7","Physician Medical Office","20,769","2,617,430","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","7","Physician Medical Office","5,376","839,861","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","7","Physician Medical Office","8,529","1,534,418","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","7","Physician Medical Office","3,152","694,556","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","7","Physician Medical Office","6,523","823,043","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","7","Physician Medical Office","12,241","1,083,009","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","7","Physician Medical Office","7,040","552,323","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","7","Physician Medical Office","21,396","2,638,826","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","7","Physician Medical Office","6,973","846,834","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","7","Physician Medical Office","9,982","1,544,400","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","7","Physician Medical Office","3,009","697,565","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","7","Physician Medical Office","6,214","829,257","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","7","Physician Medical Office","11,414","1,094,423","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","7","Physician Medical Office","6,396","558,719","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","7","Physician Medical Office","20,960","2,659,786","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","7","Physician Medical Office","5,798","852,632","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","7","Physician Medical Office","8,775","1,553,175","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","7","Physician Medical Office","2,977","700,542","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","7","Physician Medical Office","6,430","835,687","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","7","Physician Medical Office","12,184","1,106,607","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","7","Physician Medical Office","6,905","565,624","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","7","Physician Medical Office","15,056","2,674,842","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","7","Physician Medical Office","4,597","857,229","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","7","Physician Medical Office","6,704","1,559,879","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","7","Physician Medical Office","2,107","702,649","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","7","Physician Medical Office","4,632","840,319","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","7","Physician Medical Office","8,352","1,114,959","38","2025 Apr 12 12:00:00 AM","65+"
